"","brand","model","processor_brand","processor_name","processor_gnrtn","processor_gnrtn_isBAD","ram_gb","ram_type","ssd","hdd","os","os_bit","graphic_card_gb","weight","display_size","display_size_isBAD","warranty","Touchscreen","msoffice","latest_price","old_price","discount","star_rating","ratings","reviews","latest_price_cat"
"193","DELL","Vostro","Intel","Core i3",11,0,4,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",693.387096774194,43126,0,4.1,62,7,"low"
"194","acer","Travelmate","Intel","Core i3",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"Casual",14,0,0,"No","No",661.129032258065,60000,31,4.2,38,2,"low"
"195","DELL","Inspiron","Intel","Core i3",11,0,8,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",790.161290322581,59990,18,4.1,724,92,"mid"
"197","DELL","Inspiron","Intel","Core i3",10,0,4,"DDR4",256,1024,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","No",720.806451612903,60122,25,4.3,9,0,"mid"
"201","DELL","Vostro","Intel","Core i3",10,0,4,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",667.58064516129,51976,20,4.2,56,7,"low"
"204","DELL","Vostro","Intel","Core i3",11,0,4,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",645,45810,12,3.9,170,11,"low"
"205","DELL","_invalid_","Intel","Core i3",10,0,8,"DDR4",256,1024,"Windows","64-bit",0,"ThinNlight",15.6,0,0,"No","No",748.225806451613,59101,21,2.9,95,5,"mid"
"206","ASUS","Chromebook","Intel","Celeron Dual",10.3318112633181,1,4,"LPDDR4",0,512,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",306.290322580645,22990,17,3.6,197,25,"low"
"207","ASUS","Chromebook","Intel","Celeron Dual",10.3318112633181,1,4,"LPDDR4",0,512,"Windows","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",290.161290322581,21990,18,3.6,1180,148,"low"
"208","HP","14a","Intel","Celeron Dual",10.3318112633181,1,4,"DDR4",0,512,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",426.935483870968,31532,16,3.6,232,23,"low"
"209","HP","Chromebook","Intel","Celeron Dual",10.3318112633181,1,4,"DDR4",0,512,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",451.451612903226,31532,11,3.8,596,65,"low"
"210","Lenovo","Celeron","Intel","Celeron Dual",10.3318112633181,1,4,"DDR4",0,1024,"Windows","32-bit",0,"Casual",15.6,0,0,"No","No",483.854838709677,37400,19,3.3,19,1,"low"
"211","Lenovo","IdeaPad","Intel","Celeron Dual",10.3318112633181,1,4,"LPDDR4X",0,512,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",419.193548387097,40490,35,3.7,84,16,"low"
"212","Lenovo","IdeaPad","Intel","Celeron Dual",10.3318112633181,1,4,"LPDDR4",0,512,"Windows","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",274.032258064516,24840,31,3.4,414,54,"low"
"213","Lenovo","IdeaPad","Intel","Celeron Dual",10.3318112633181,1,4,"LPDDR4",0,512,"Windows","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",403.064516129032,34890,28,2.8,70,16,"low"
"214","acer","Predator","Intel","Core",10.3318112633181,1,4,"DDR4",0,512,"Windows","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",1612.74193548387,149999,33,4.5,1336,186,"high"
"215","acer","Aspire","Intel","Core i5",10.3318112633181,1,8,"DDR5",0,512,"Windows","32-bit",4,"Casual",15.1220212765957,1,0,"No","No",822.41935483871,89999,43,4.4,10966,1185,"mid"
"216","acer","Spin","Intel","Core i5",10.3318112633181,1,8,"LPDDR4",0,512,"Windows","32-bit",0,"Casual",15.1220212765957,1,1,"No","No",1935.32258064516,124900,3,4,1,1,"high"
"217","acer","Swift","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",1519.1935483871,124999,24,4.3,31,6,"high"
"218","ASUS","ROG","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",4,"Casual",15.1220212765957,1,0,"No","No",1712.37096774194,120990,12,4.5,1881,241,"high"
"219","DELL","_invalid_","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",4,"Casual",15.1220212765957,1,1,"No","No",1098.22580645161,69500,2,1.6,23,4,"mid"
"221","HP","15s","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",0,"ThinNlight",15.1220212765957,1,0,"No","No",903.064516129032,63179,11,4,818,109,"mid"
"223","Lenovo","Ideapad","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",1177.25806451613,90000,18,4.2,204,19,"mid"
"224","Lenovo","Ideapad","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",2,"Casual",15.1220212765957,1,0,"No","No",757.903225806452,62290,24,4.2,4428,569,"mid"
"225","MICROSOFT","Surface","Intel","Core i5",10,0,8,"LPDDR4X",128,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"Yes","No",1615.96774193548,104999,4,4.4,56,8,"high"
"226","Smartron","t.book","Intel","Core i5",7,0,8,"DDR3",128,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"Yes","No",854.677419354839,55999,5,3.5,30,9,"mid"
"227","MICROSOFT","Surface","Intel","Core i5",8,0,8,"DDR3",128,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"Yes","No",1483.85483870968,0,0,4.5,49,8,"high"
"228","Smartron","t.book","Intel","Core i5",7,0,4,"DDR3",128,0,"Windows","64-bit",0,"Casual",12.2,0,0,"Yes","No",854.677419354839,55999,5,3.9,28,4,"mid"
"229","HP","Pavilion","Intel","Core i5",8,0,8,"DDR4",128,0,"Windows","64-bit",0,"ThinNlight",13.3,0,1,"No","No",1226,0,0,4.3,129,16,"mid"
"230","Lenovo","Ideapad","Intel","Core i5",11,0,8,"DDR4",256,0,"Windows","64-bit",0,"Casual",15.6,0,2,"No","Yes",798.225806451613,75390,34,4.3,365,35,"mid"
"231","Lenovo","Yoga","Intel","Core i5",10,0,8,"LPDDR4",0,512,"DOS","32-bit",0,"Casual",15.1220212765957,1,0,"No","No",1661.12903225806,139890,26,4.6,79,14,"high"
"232","acer","Swift","Intel","Core i5",7,0,8,"DDR3",256,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",1401.08064516129,99999,13,4.4,39,3,"high"
"233","LG","Gram","Intel","Core i5",10,0,8,"DDR4",256,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",1241.77419354839,104000,25,4.5,15,7,"mid"
"236","LG","Gram","Intel","Core i5",10,0,8,"DDR4",256,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,0,"No","No",1015.96774193548,99000,36,4.6,68,20,"mid"
"237","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,0,"No","No",903.064516129032,71578,21,3.3,3,0,"mid"
"238","acer","Swift","Intel","Core i5",8,0,8,"DDR3",256,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"Yes","Yes",1322.54838709677,82799,0,4,14,3,"mid"
"241","acer","Swift","Intel","Core i5",8,0,8,"DDR4",256,0,"Windows","64-bit",0,"ThinNlight",13.3,0,1,"No","No",959.516129032258,65546,9,3.5,33,7,"mid"
"243","Lenovo","Ideapad","Intel","Core i5",11,0,8,"DDR4",256,0,"Windows","64-bit",0,"Casual",15.6,0,1,"No","Yes",999.983870967742,68999,10,2.8,4,0,"mid"
"244","HP","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,0,"No","No",886.935483870968,70171,21,4.2,116,15,"mid"
"245","HP","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",870.806451612903,70171,23,4.1,206,17,"mid"
"246","Lenovo","Ideapad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,2,"No","Yes",854.677419354839,74390,28,4.2,300,24,"mid"
"247","HP","Pavilion","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",1096.61290322581,78294,13,4.5,108,6,"mid"
"248","ASUS","TUF","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.6,0,1,"No","No",935.322580645161,81990,29,4.5,3712,412,"mid"
"249","Lenovo","Ideapad","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","Yes",1004.83870967742,101390,38,4.4,825,95,"mid"
"250","realme","Book(Slim)","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,1,"No","Yes",854.677419354839,69999,24,4.4,3470,505,"mid"
"252","Lenovo","IdeaPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,2,"No","Yes",838.548387096774,88990,41,4.2,85,4,"mid"
"253","Lenovo","IdeaPad","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",999.838709677419,97890,36,4.2,56,7,"mid"
"254","RedmiBook","Pro","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","32-bit",0,"ThinNlight",15.6,0,1,"No","No",790.161290322581,59990,18,4.2,1708,242,"mid"
"255","ASUS","VivoBook","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","32-bit",0,"Casual",14,0,1,"Yes","Yes",1032.09677419355,82990,22,4.6,10,1,"mid"
"256","Lenovo","ThinkPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.6,0,1,"No","Yes",1064.35483870968,78109,15,4.6,17,4,"mid"
"257","Nokia","PureBook","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",774.032258064516,90000,46,4.4,1119,242,"mid"
"258","acer","Aspire","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","No",854.677419354839,75999,30,4.2,155,20,"mid"
"260","ASUS","ASUS","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",17.3,0,0,"No","No",1161.12903225806,115990,37,4.4,91,17,"mid"
"261","ASUS","VivoBook","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.6,0,1,"No","No",774.032258064516,62990,23,4,35,2,"mid"
"262","Nokia","PureBook","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",741.774193548387,74990,38,4.7,6,1,"mid"
"263","Lenovo","IdeaPad","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","32-bit",0,"ThinNlight",15.6,0,2,"No","Yes",782.096774193548,64290,24,4.3,126,13,"mid"
"264","ASUS","ASUS","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",17.3,0,0,"No","No",1177.25806451613,105990,31,4.5,74,10,"mid"
"265","MSI","Katana","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,2,"No","No",1241.77419354839,106990,28,4.6,75,17,"mid"
"266","ASUS","TUF","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",6,"Gaming",15.6,0,1,"No","Yes",1451.45161290323,129990,30,4.6,124,17,"high"
"267","MSI","GF63","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,2,"No","No",967.58064516129,83990,28,4.5,1597,228,"mid"
"268","ASUS","TUF","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.6,0,1,"No","Yes",1064.35483870968,89990,26,4.4,3850,378,"mid"
"269","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,0,"Yes","No",1161.12903225806,94201,23,4.7,7,1,"mid"
"270","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,0,"Yes","No",1159.51612903226,92549,22,4.3,3,0,"mid"
"273","HP","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,0,"No","No",903.209677419355,66050,15,4.8,5,1,"mid"
"274","ASUS","VivoBook","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",4,"Casual",14,0,1,"No","No",1185.32258064516,110990,33,4.5,213,45,"mid"
"275","HP","Pavilion","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",1201.45161290323,85359,12,4.3,10,0,"mid"
"276","HP","Pavilion","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",940.967741935484,74839,22,4,69,6,"mid"
"277","acer","Aspire","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","No",903.209677419355,75999,26,4.5,6,0,"mid"
"278","DELL","Inspiron","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",1096.61290322581,89849,24,4.4,93,9,"mid"
"279","ASUS","VivoBook","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,1,"No","No",967.58064516129,80990,25,4.5,11,2,"mid"
"280","ASUS","TUF","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",6,"Casual",15.6,0,1,"No","Yes",1338.54838709677,104990,20,4.4,262,31,"high"
"282","DELL","_invalid_","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",1130.48387096774,89395,21,4,5,1,"mid"
"283","realme","Book(Slim)","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,1,"No","Yes",983.854838709677,69999,12,4.4,3470,505,"mid"
"284","ASUS","_invalid_","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",2,"ThinNlight",15.6,0,1,"No","No",806.290322580645,64990,23,4.1,45,3,"mid"
"285","MSI","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",895,66990,17,3.9,8,1,"mid"
"286","HP","Spectre","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","64-bit",0,"Casual",13.3,0,0,"Yes","No",1580.48387096774,114749,14,5,3,1,"high"
"287","ASUS","VivoBook","Intel","Core i5",9,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.6,0,1,"No","Yes",886.935483870968,76990,28,4.4,1681,227,"mid"
"288","Lenovo","Thinkbook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15,0,1,"No","Yes",967.58064516129,115167,47,4.3,37,2,"mid"
"289","Lenovo","IdeaPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","Yes",870.806451612903,79890,32,4.2,61,2,"mid"
"290","HP","Pavilion","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",1080.62903225806,79445,15,4.4,17,1,"mid"
"291","acer","Intel","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",983.709677419355,89999,32,4.4,17,1,"mid"
"292","ASUS","_invalid_","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","Yes",774.032258064516,62990,23,4.3,1625,152,"mid"
"293","HP","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","32-bit",0,"ThinNlight",14,0,1,"No","Yes",967.725806451613,81684,26,4,4,1,"mid"
"296","HP","Pavilion","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","Yes",1032.09677419355,77327,17,4.7,17,1,"mid"
"300","HP","Pavilion","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.6,0,1,"No","Yes",1032.09677419355,75023,14,4.7,3,0,"mid"
"304","Lenovo","Thinkbook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,3,"Yes","Yes",1048.22580645161,151557,57,4,48,12,"mid"
"305","Lenovo","Legion","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.6,0,1,"No","Yes",1072.41935483871,93690,29,4.4,282,36,"mid"
"307","Lenovo","Ideapad","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.6,0,1,"No","Yes",1145,104890,32,4.2,67,4,"mid"
"308","Infinix","INBook","Intel","Core i5",10,0,8,"LPDDR4X",512,0,"Windows","64-bit",0,"ThinNlight",14,0,0,"No","No",685.322580645161,59999,29,4.1,383,65,"low"
"311","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",14,0,1,"Yes","Yes",1290.16129032258,97946,18,4.6,23,2,"mid"
"312","MSI","Modern","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",14,0,0,"No","No",911.951612903226,61990,8,4.4,677,87,"mid"
"313","ASUS","_invalid_","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",17.3,0,0,"No","No",967.58064516129,82990,27,3.3,3,0,"mid"
"314","Lenovo","ThinkBook","Intel","Core i5",11,0,16,"DDR4",512,0,"Windows","64-bit",0,"Casual",13,0,1,"No","Yes",1048.22580645161,120708,46,4.4,46,4,"mid"
"315","DELL","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","No",988.548387096774,73774,16,3,4,1,"mid"
"316","Lenovo","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",14,0,1,"No","Yes",886.935483870968,66470,17,4.2,9,1,"mid"
"317","Lenovo","ThinkBook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",967.58064516129,112608,46,4.4,26,4,"mid"
"318","ASUS","ASUS","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","32-bit",6,"Casual",16,0,1,"No","No",1370.8064516129,129990,34,5,5,0,"high"
"319","HP","Pavilion","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",16,0,1,"No","Yes",1169.35483870968,80900,10,4.4,40,3,"mid"
"320","Lenovo","IdeaPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.1220212765957,1,0,"No","No",967.58064516129,93690,35,3.9,44,6,"mid"
"321","Lenovo","Yoga","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",16,0,1,"Yes","Yes",1419.1935483871,125890,30,4.7,28,6,"high"
"322","HP","14s","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,0,"No","No",935.322580645161,63179,8,4.3,1541,123,"mid"
"323","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",16,0,1,"No","Yes",1120.8064516129,69736,0,4.2,72,7,"mid"
"324","Lenovo","Thinkbook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",16,0,3,"Yes","Yes",1112.74193548387,159180,56,4.6,44,8,"mid"
"325","Lenovo","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","32-bit",0,"Casual",16,0,1,"No","Yes",1257.90322580645,80366,2,4.3,17,2,"mid"
"326","ASUS","ZenBook","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","64-bit",0,"Casual",16,0,1,"Yes","No",1709.51612903226,140990,24,4.4,59,11,"high"
"328","DELL","Vostro","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",895,80711,31,4.1,337,27,"mid"
"329","Lenovo","IdeaPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",16,0,1,"No","Yes",1128.87096774194,104890,33,4.6,10,2,"mid"
"330","ASUS","Zenbook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","Yes",1370.8064516129,116990,27,4.2,10,2,"high"
"331","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,0,"No","No",967.58064516129,76143,21,3.8,31,7,"mid"
"333","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","No",1064.35483870968,88037,25,4.3,10,0,"mid"
"334","ASUS","Zenbook","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","32-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",1177.25806451613,90990,19,4.7,76,14,"mid"
"335","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",16,0,1,"No","Yes",1146.61290322581,89849,20,4.1,44,6,"mid"
"337","ASUS","ZenBook","Intel","Core i5",10,0,8,"LPDDR3",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",1290.16129032258,98990,19,4.4,11,3,"mid"
"338","MSI","Modern","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","No",895,67990,18,4.3,138,16,"mid"
"339","DELL","Vostro","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"ThinNlight",15.1220212765957,1,1,"No","Yes",1072.41935483871,87168,23,4.1,199,17,"mid"
"340","ASUS","VivoBook","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",861.290322580645,69500,23,4.1,46,6,"mid"
"341","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","Yes",1201.61290322581,78990,5,4.4,45,5,"mid"
"343","DELL","Vostro","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"ThinNlight",15.1220212765957,1,0,"No","No",999.838709677419,68859,9,4.1,35,4,"mid"
"347","MSI","Modern","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","No",911.129032258065,57240,1,4.5,814,112,"mid"
"349","Lenovo","Ideapad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",903.064516129032,65438,14,4.2,75,9,"mid"
"351","HP","Envy","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Casual",16,0,1,"No","Yes",1717.58064516129,138366,23,4.7,3,0,"high"
"352","Lenovo","IdeaPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","32-bit",2,"Casual",16,0,1,"No","Yes",1145,113290,37,4.6,11,3,"mid"
"353","Lenovo","ThinkPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","Yes",1048.22580645161,77487,16,4.4,125,11,"mid"
"355","ASUS","TUF","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",4,"Gaming",15.1220212765957,1,1,"No","No",1048.22580645161,81990,20,4.5,4,0,"mid"
"356","MSI","Modern","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"No","No",886.935483870968,61990,11,4.4,714,147,"mid"
"357","Vaio","SE","Intel","Core i5",8,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,2,"No","Yes",1014.35483870968,84690,25,4,85,14,"mid"
"359","Lenovo","Yoga","Intel","Core i5",10,0,8,"LPDDR4X",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","Yes",1141.90322580645,101090,29,4,21,3,"mid"
"360","Lenovo","Legion","Intel","Core i5",9,0,8,"DDR4",512,0,"Windows","64-bit",4,"Casual",15.1220212765957,1,0,"No","No",967.58064516129,84990,29,3.8,9,1,"mid"
"362","HP","14s","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",903.064516129032,77996,28,4.2,30,4,"mid"
"363","ASUS","ZenBook","Intel","Core i5",8,0,8,"LPDDR3",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","No",1177.25806451613,90990,19,4.2,44,4,"mid"
"364","acer","Swift","Intel","Core i5",8,0,8,"DDR3",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","No",1048.22580645161,87999,26,3.8,4,1,"mid"
"366","HP","HP","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",16,0,1,"Yes","Yes",1241.77419354839,99203,22,4.4,14,2,"mid"
"367","Lenovo","Ideapad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,2,"No","Yes",1016.09677419355,79890,21,4.3,739,71,"mid"
"368","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",16,0,1,"Yes","Yes",1257.90322580645,98200,20,4.5,31,5,"mid"
"369","HP","Spectre","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","Yes",1854.67741935484,122803,6,4.4,145,19,"high"
"371","DELL","Inspiron","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",16,0,1,"No","Yes",1435.32258064516,90605,1,3.8,19,2,"high"
"373","Mi","Notebook","Intel","Core i5",10,0,8,"DDR4",512,0,"Windows","64-bit",2,"Casual",15.1220212765957,1,1,"No","No",886.935483870968,59999,8,4.3,545,74,"mid"
"374","ASUS","VivoBook","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","Yes",1193.38709677419,84990,12,4.2,32,6,"mid"
"376","HP","_invalid_","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",983.870967741935,68000,10,4.3,1124,100,"mid"
"377","ASUS","ZenBook","Intel","Core i5",11,0,8,"LPDDR4X",512,0,"Windows","64-bit",0,"Casual",15.1220212765957,1,1,"Yes","No",1612.74193548387,122990,18,4.9,35,6,"high"
"378","Lenovo","ThinkPad","Intel","Core i5",11,0,8,"DDR4",512,0,"Windows","64-bit",0,"ThinNlight",15.1220212765957,1,1,"No","Yes",1096.61290322581,76915,11,4.8,9,0,"mid"
